date,Close,expected_return,trend_signal
1985-01-01,179.6300048828125,0.08,False
1985-02-01,181.17999267578125,0.08,False
1985-03-01,180.66000366210935,0.08,False
1985-04-01,179.8300018310547,0.08,False
1985-05-01,189.5500030517578,0.08,False
1985-06-01,191.8500061035156,0.08,False
1985-07-01,190.9199981689453,0.08,False
1985-08-01,188.6300048828125,0.08,False
1985-09-01,182.0800018310547,0.08,False
1985-10-01,189.82000732421875,0.08,True
1985-11-01,202.1699981689453,0.08,True
1985-12-01,211.27999877929688,0.08,True
1986-01-01,211.77999877929688,0.08,True
1986-02-01,226.9199981689453,0.08,True
1986-03-01,238.8999938964844,0.08,True
1986-04-01,235.5200042724609,0.08,True
1986-05-01,247.3500061035156,0.08,True
1986-06-01,250.83999633789065,0.08,True
1986-07-01,236.1199951171875,0.08,True
1986-08-01,252.92999267578125,0.08,True
1986-09-01,231.32000732421875,0.08,False
1986-10-01,243.97999572753903,0.08,True
1986-11-01,249.22000122070312,0.08,True
1986-12-01,242.1699981689453,0.053613393485767,False
1987-01-01,274.0799865722656,0.0284110195157405,True
1987-02-01,284.20001220703125,0.0241617863177912,True
1987-03-01,291.70001220703125,0.022767059258469,True
1987-04-01,288.3599853515625,0.0306834983439606,True
1987-05-01,290.1000061035156,0.0336410294071757,True
1987-06-01,304.0,0.0268595983001662,True
1987-07-01,318.6600036621094,0.0204049102259164,True
1987-08-01,329.79998779296875,0.0176162391047723,True
1987-09-01,321.8299865722656,0.0297535347324095,True
1987-10-01,251.7899932861328,0.0861606898103733,False
1987-11-01,230.3000030517578,0.1035009506219672,False
1987-12-01,247.0800018310547,0.0917171885616505,False
1988-01-01,257.07000732421875,0.085502938094488,False
1988-02-01,267.82000732421875,0.0786675251676199,False
1988-03-01,258.8900146484375,0.0859880019039151,False
1988-04-01,261.3299865722656,0.0849454763927258,False
1988-05-01,262.1600036621094,0.084775546591628,False
1988-06-01,273.5,0.0770444046753976,True
1988-07-01,272.0199890136719,0.0792568080520733,True
1988-08-01,261.5199890136719,0.0872600605900606,True
1988-09-01,271.9100036621094,0.0808438217557527,True
1988-10-01,278.9700012207031,0.0767579760689953,True
1988-11-01,273.70001220703125,0.0813355501482963,True
1988-12-01,277.7200012207031,0.0794955250182704,True
1989-01-01,297.4700012207031,0.0659895975808913,True
1989-02-01,288.8599853515625,0.0723289937687495,True
1989-03-01,294.8699951171875,0.0681088032099795,True
1989-04-01,309.6400146484375,0.058201782786345,True
1989-05-01,320.5199890136719,0.051445895979448,True
1989-06-01,317.9800109863281,0.0537270150578852,True
1989-07-01,346.0799865722656,0.0347282387742097,True
1989-08-01,351.45001220703125,0.0317160901710604,True
1989-09-01,349.1499938964844,0.0343287739374657,True
1989-10-01,340.3599853515625,0.0435831466561299,True
1989-11-01,345.989990234375,0.043629693269229,True
1989-12-01,353.3999938964844,0.0421663488485,True
1990-01-01,329.0799865722656,0.0607470242841793,False
1990-02-01,331.8900146484375,0.0608239876295579,False
1990-03-01,339.94000244140625,0.0579835631080944,False
1990-04-01,330.79998779296875,0.0659759761964715,False
1990-05-01,361.2300109863281,0.0493678463713272,True
1990-06-01,358.0199890136719,0.0539585483058329,True
1990-07-01,356.1499938964844,0.0576002729958907,True
1990-08-01,322.5599975585937,0.0801626285431184,False
1990-09-01,306.04998779296875,0.091223001124854,False
1990-10-01,304.0,0.093088659825248,False
1990-11-01,322.2200012207031,0.0831099482372504,False
1990-12-01,330.2200012207031,0.079561197486416,False
1991-01-01,343.92999267578125,0.0724587578928663,True
1991-02-01,367.0700073242188,0.0606518378600447,True
1991-03-01,375.2200012207031,0.0580023275505081,True
1991-04-01,375.3399963378906,0.059715234517738,True
1991-05-01,389.8299865722656,0.0531337262387004,True
1991-06-01,371.1600036621094,0.065382726458882,True
1991-07-01,387.80999755859375,0.0568767818521588,True
1991-08-01,395.4299926757813,0.053685712254049,True
1991-09-01,387.8599853515625,0.0590380757532287,True
1991-10-01,392.4500122070313,0.0577969043883421,True
1991-11-01,375.2200012207031,0.0682824234328198,False
1991-12-01,417.0899963378906,0.0464062022749459,True
1992-01-01,408.7799987792969,0.0531696231961578,True
1992-02-01,412.7000122070313,0.0531139711737462,True
1992-03-01,403.6900024414063,0.0596760117704428,True
1992-04-01,414.9500122070313,0.0556769287716539,True
1992-05-01,415.3500061035156,0.0568210324808207,True
1992-06-01,408.1400146484375,0.0619187251290419,True
1992-07-01,424.2099914550781,0.0550364634329079,True
1992-08-01,414.0299987792969,0.0626317033561428,True
1992-09-01,417.7999877929688,0.0633011030951159,True
1992-10-01,418.6799926757813,0.0655026836484329,True
1992-11-01,431.3500061035156,0.0615559915396114,True
1992-12-01,435.7099914550781,0.0617767522644219,True
1993-01-01,438.7799987792969,0.0623927928514003,True
1993-02-01,443.3800048828125,0.0618315989710124,True
1993-03-01,451.6700134277344,0.0594806580495006,True
1993-04-01,440.1900024414063,0.0664938866163854,True
1993-05-01,450.1900024414063,0.0629673115821264,True
1993-06-01,450.5299987792969,0.0645211095597926,True
1993-07-01,448.1300048828125,0.0669494877380095,True
1993-08-01,463.55999755859375,0.06109094243596,True
1993-09-01,458.9299926757813,0.0647821988182232,True
1993-10-01,467.8299865722656,0.0622124052960872,True
1993-11-01,461.7900085449219,0.0668140837924489,True
1993-12-01,466.4500122070313,0.0656802308756631,True
1994-01-01,481.6099853515625,0.0602466884048016,True
1994-02-01,467.1400146484375,0.0679465689607611,True
1994-03-01,445.7699890136719,0.0784493518322279,False
1994-04-01,450.9100036621094,0.0768135934704135,False
1994-05-01,456.5,0.0750862597584521,False
1994-06-01,444.2699890136719,0.081247603306872,False
1994-07-01,458.260009765625,0.075637457785762,False
1994-08-01,475.489990234375,0.0691576144000821,True
1994-09-01,462.7099914550781,0.075672244945134,True
1994-10-01,472.3500061035156,0.0724401492839405,True
1994-11-01,453.6900024414063,0.0810466065238173,False
1994-12-01,459.2699890136719,0.0790322215898558,True
1995-01-01,470.4200134277344,0.0747452183885124,True
1995-02-01,487.3900146484375,0.0681881868860612,True
1995-03-01,500.7099914550781,0.0633614149715993,True
1995-04-01,514.7100219726562,0.0587900103989361,True
1995-05-01,533.4000244140625,0.0524528024286999,True
1995-06-01,544.75,0.049540739236096,True
1995-07-01,562.0599975585938,0.0445815843488705,True
1995-08-01,561.8800048828125,0.0466589076478775,True
1995-09-01,584.4099731445312,0.0399090134088164,True
1995-10-01,581.5,0.0434062989765481,True
1995-11-01,605.3699951171875,0.0366559664241675,True
1995-12-01,615.9299926757812,0.0354721504616227,True
1996-01-01,636.02001953125,0.0306803982039611,True
1996-02-01,640.4299926757812,0.0324549482354963,True
1996-03-01,645.5,0.0344446676828333,True
1996-04-01,654.1699829101562,0.0350916945017717,True
1996-05-01,669.1199951171875,0.0335811879132726,True
1996-06-01,670.6300048828125,0.0372411198214051,True
1996-07-01,639.9500122070312,0.0514780502871401,True
1996-08-01,651.989990234375,0.0501961213040182,True
1996-09-01,687.3300170898438,0.0416709644787708,True
1996-10-01,705.27001953125,0.0394970069026651,True
1996-11-01,757.02001953125,0.0272955036152946,True
1996-12-01,740.739990234375,0.0374773417802622,True
1997-01-01,786.1599731445312,0.0280330530627321,True
1997-02-01,790.8200073242188,0.031572753643331,True
1997-03-01,757.1199951171875,0.0460845472848385,True
1997-04-01,801.3400268554688,0.0369074133267887,True
1997-05-01,848.280029296875,0.0276888637930536,True
1997-06-01,885.1400146484375,0.0221637549496441,True
1997-07-01,954.3099975585938,0.0084782916797281,True
1997-08-01,899.469970703125,0.0291021131731221,True
1997-09-01,947.280029296875,0.0212228907562554,True
1997-10-01,914.6199951171876,0.0347937049185236,True
1997-11-01,955.4000244140624,0.0287723215222384,True
1997-12-01,970.4299926757812,0.0296813860846985,True
1998-01-01,980.280029296875,0.031733563729389,True
1998-02-01,1049.3399658203125,0.0198560450319977,True
1998-03-01,1101.75,0.0131511428093779,True
1998-04-01,1111.75,0.0168060247147597,True
1998-05-01,1090.8199462890625,0.0270225146339578,True
1998-06-01,1133.8399658203125,0.0228016969016314,True
